outlet,phase,source,target,polarity,raw_verb,quote,doc_id
guardian,post,UK,US,positive,support,we must do all we can to support and sustain this ceasefire,3198_0
guardian,post,UK,Iran,positive,support,we must do all we can to support and sustain this ceasefire,3198_0
guardian,post,UK,US,positive,turn it into a lasting agreement,turn it into a lasting agreement and reopen the strait of Hormuz,3198_0
guardian,post,UK,Iran,positive,turn it into a lasting agreement,turn it into a lasting agreement and reopen the strait of Hormuz,3198_0
guardian,post,US,Iran,positive,suspend,he supported the US decision to suspend attacks against Iran for two weeks,3198_0
guardian,post,Israel,Iran,positive,supported,he supported the US decision to suspend attacks against Iran for two weeks,3198_0
guardian,post,Israel,Lebanon,negative,fighting,the ceasefire did not include fighting against Hezbollah forces in Lebanon,3198_0
guardian,post,Iran,Israel,negative,arguing,Iran arguing late on Wednesday that Israel’s attacks on Lebanon breach it,3209_0
guardian,post,Iran,US,negative,arguing,Iran arguing late on Wednesday that Israel’s attacks on Lebanon breach it,3209_0
guardian,post,Iran,Israel,negative,stated,Iran’s foreign minister has stated that transit will be under Iranian military management,3209_0
guardian,post,Iran,US,negative,stated,Iran’s foreign minister has stated that transit will be under Iranian military management,3209_0
guardian,post,Iran,US,negative,indicated,Iran has indicated it intends to continue operating the traffic control system,3209_0
guardian,post,Iran,Israel,negative,indicated,Iran has indicated it intends to continue operating the traffic control system,3209_0
guardian,post,Iran,US,negative,granting approval,granting approval to “non-hostile vessels” – those determined as not having links to the US or Israel,3209_0
guardian,post,Iran,Israel,negative,granting approval,granting approval to “non-hostile vessels” – those determined as not having links to the US or Israel,3209_0
guardian,post,Iran,US,negative,tried to reroute,Tehran has tried to reroute ships to a more northerly corridor,3209_0
guardian,post,Iran,Israel,negative,tried to reroute,Tehran has tried to reroute ships to a more northerly corridor,3209_0
guardian,post,Iran,Qatar,negative,strike,significant damage sustained at its main production hub for liquified natural gas (LNG) after an Iranian strike,3209_0
guardian,post,Iran,US,positive,said,"Iran’s foreign minister, Abbas Araghchi, said passage through the strait of Hormuz would be allowed for the next two weeks",3214_0
guardian,post,UK,Saudi_Arabia,positive,welcomed,the prime minister had welcomed the ceasefire between the US and Iran,3215_0
guardian,post,UK,Saudi_Arabia,positive,set out,he “set out how efforts must now be focused on upholding it and turning it into a lasting peace”,3215_0
guardian,post,UK,Saudi_Arabia,positive,discussed,discussed the UK’s ongoing efforts to convene partners to agree and plan the practical steps required to give shipping the confidence to transit the strait,3215_0
guardian,post,UK,Saudi_Arabia,positive,committed to continue to support,The prime minister committed to continue to support Saudi Arabia as a steadfast ally including through the recent deployment of the Sky Sabre air defence system,3215_0
guardian,post,UK,Saudi_Arabia,positive,met,having met UK personnel deployed to operate it earlier today,3215_0
guardian,post,UK,Saudi_Arabia,positive,discussed,The leaders then discussed how the UK and Saudi Arabia could further deepen their defence industrial cooperation to boost capability and mutual security for the long term,3215_0
guardian,post,UK,Saudi_Arabia,positive,continuing to grow,as well as continuing to grow their thriving trade and investment relationship,3215_0
guardian,post,Iran,Israel,negative,decried,decried Israel’s aggressive bombing of Lebanon,3216_0
guardian,post,UN,Israel,negative,condemned,The scale of Israel’s attacks on Wednesday were condemned as “horrific” by UN rights chief Volker Turk,3216_0
guardian,post,Iran,US,negative,struck,"Iran’s Islamic Revolutionary Guard Corps (IRGC) claimed on Wednesday to have struck several targets across the region with missiles and drones, including what the IRGC said were oil facilities of US companies in Yanbu",3216_0
guardian,post,UAE,Iran,negative,intercepted,"The United Arab Emirates claimed its air defences had intercepted 17 ballistic missiles and 35 drones, apparently fired by Iran",3216_0
guardian,post,US,Iran,negative,destroying,Hegseth claimed the US and Israel had “finished completely destroying Iran’s industrial base”,3216_0
guardian,post,US,Iran,negative,destroying,destroying roughly 90% of Iran’s navy and 95% of its naval mines,3216_0
guardian,post,US,Iran,negative,striking,"the US air campaign in Iran had achieved its military objectives, striking more than 13,000 targets",3216_0
guardian,post,US,Iran,negative,destroying,destroying roughly 90% of Iran’s navy and 95% of its naval mines,3216_0
guardian,post,US,Iran,negative,destroying,Hegseth claimed the US and Israel had “finished completely destroying Iran’s industrial base”,3216_0
guardian,post,Iran,US,negative,begged,"The defence secretary claimed, without evidence, that Iran had “begged for this ceasefire”",3216_0
guardian,post,Iran,US,negative,forced,"“America was forced to accept a ceasefire,” said Ali Akbar Velayati",3216_0
guardian,post,Iran,US,negative,forced,"“America was forced to accept a ceasefire,” said Ali Akbar Velayati",3216_0
guardian,post,Pakistan,US,positive,frantic negotiations,"frantic negotiations, phonecalls and diplomatic summits to try to end the US-Israeli war with Iran",3210_0
guardian,post,Pakistan,Iran,positive,frantic negotiations,"frantic negotiations, phonecalls and diplomatic summits to try to end the US-Israeli war with Iran",3210_0
guardian,post,Pakistan,Iran,negative,damning public statement,"Pakistan’s military top brass released an unusually damning public statement against Tehran, accusing it of “spoiling” efforts at peace",3210_0
guardian,post,Pakistan,Iran,negative,accusing,accusing it of “spoiling” efforts at peace,3210_0
guardian,post,US,Iran,negative,begged,"US secretary of defence, Pete Hegseth, would later claim Iran had “begged” for the ceasefire",3210_0
guardian,post,China,Iran,positive,told,They told Iran to accept this deal,3210_0
guardian,post,China,Iran,positive,persuaded,"Trump appeared to later confirm this account in an interview, where he said he believed China had persuaded Iran to negotiate",3210_0
guardian,post,Pakistan,US,positive,hailed,Sharif hailed the ceasefire as a “shining moment” in Pakistan’s history,3210_0
guardian,post,Pakistan,Iran,positive,hailed,Sharif hailed the ceasefire as a “shining moment” in Pakistan’s history,3210_0
guardian,post,Pakistan,US,positive,pledged,He pledged that peace talks involving both the US and Iran would go ahead in Islamabad on Friday,3210_0
guardian,post,Pakistan,Iran,positive,pledged,He pledged that peace talks involving both the US and Iran would go ahead in Islamabad on Friday,3210_0
guardian,post,Israel,Hezbollah,negative,warned,We warned Naim Qassem that Hezbollah will pay a very heavy price for attacking Israel on Iran’s behalf,3218_0
guardian,post,Israel,Hezbollah,negative,threaten,the Israeli politician went on to directly threaten Hezbollah’s leader,3218_0
guardian,post,Israel,Hezbollah,negative,vowed,vowed to pursue Hezbollah fighters no matter their location,3218_0
guardian,post,Israel,Lebanon,negative,under constant attack,Israel had been under constant attack from Hezbollah since early March and was entitled to act in self defence,3221_0
guardian,post,Israel,Lebanon,negative,act in self-defense,Israel has the right and obligation to act in self-defense in order to defend our citizens,3221_0
guardian,post,Israel,Lebanon,negative,re-stated,Newman re-stated Israel’s position that Lebanon was not - and should not be - part of the ceasefire agreement,3221_0
guardian,post,US,Lebanon,negative,said,The United States is our closest and most important military ally and they have publicly said that the ceasefire did not include Lebanon,3221_0
guardian,post,US,Iran,negative,reduced to rubble,Iran’s weapons factories had been reduced to rubble,3205_0
guardian,post,US,Iran,negative,rendered ineffective,its military rendered ineffective for years,3205_0
guardian,post,US,Iran,negative,left wounded and disfigured,its supreme leader left wounded and disfigured,3205_0
guardian,post,Iran,US,neutral,begged for,Iran begged for this ceasefire,3205_0
guardian,post,US,Iran,negative,decimated,Operation Epic Fury decimated Iran’s military,3205_0
guardian,post,US,Iran,negative,rendered,rendered it combat ineffective for years to come,3205_0
guardian,post,US,Iran,negative,completely destroyed,completely destroyed Iran’s defense industrial base,3205_0
guardian,post,US,Iran,negative,launched,the US and Israel launched nearly 900 strikes,3205_0
guardian,post,US,Iran,negative,prepared strikes,"the US had prepared strikes on power plants, bridges and energy infrastructure",3205_0
guardian,post,US,Iran,negative,killed,"Ali Khamenei, Iran’s supreme leader, was killed on the first day",3205_0
guardian,post,US,Iran,negative,threat,"What kept Iran at the table, Hegseth insisted, was the threat of what came next",3205_0
guardian,post,US,Iran,negative,strikes,"the US had prepared strikes on power plants, bridges and energy infrastructure",3205_0
guardian,post,US,Iran,negative,launched,the US and Israel launched nearly 900 strikes,3205_0
guardian,post,US,Iran,negative,killed,"Ali Khamenei, Iran’s supreme leader, was killed on the first day",3205_0
guardian,post,US,Iran,negative,spent,The US military had spent roughly $12.7bn by day six,3205_0
guardian,post,US,Iran,negative,agreed to suspend,Trump posted on Truth Social on Tuesday night that he agreed to suspend military operations,3205_0
guardian,post,Pakistan,US,positive,intervention,"after a last-minute intervention by Pakistan’s prime minister, Shehbaz Sharif, and army chief, Gen Asim Munir",3205_0
guardian,post,Pakistan,Iran,positive,intervention,"after a last-minute intervention by Pakistan’s prime minister, Shehbaz Sharif, and army chief, Gen Asim Munir",3205_0
guardian,post,Iran,Pakistan,positive,send a delegation,Iran’s supreme national security council said it would send a delegation to Islamabad for formal talks,3205_0
guardian,post,Iran,US,negative,declared victory,"Iran, for its part, also declared victory",3205_0
guardian,post,Iran,US,negative,announced,Its security council announced that “nearly all the objectives of the war have been achieved”,3205_0
guardian,post,Israel,Iran,negative,launched,the US and Israel launched nearly 900 strikes,3205_0
guardian,post,Israel,Iran,negative,took,Israel also took Iranian missile file after the ceasefire was announced,3205_0
guardian,post,Iran,Kuwait,negative,reported iranian missile and drone attacks,Kuwait and the United Arab Emirates reported Iranian missile and drone attacks,3205_0
guardian,post,Iran,UAE,negative,reported iranian missile and drone attacks,Kuwait and the United Arab Emirates reported Iranian missile and drone attacks,3205_0
guardian,post,Iran,US,negative,warned,"Iran’s supreme national security council warned that “our hands are on the trigger, and the moment the enemy makes the slightest mistake, it will be met with full force”",3205_0
guardian,post,US,Iran,negative,said,"Hegseth also had a similar choice of words. Asked how long US forces would remain in the region, he said: “We’re not going anywhere.”",3205_0
guardian,post,US,Iran,negative,threatened,Trump threatened to target Iran’s civilian infrastructure,3220_0
guardian,post,US,Iran,negative,warning,warning that a “whole civilization will die” if Tehran failed to allow safe passage through the strait,3220_0
guardian,post,US,France,negative,angered,Trump was also angered as Nato allies Spain and France forbade or restricted use of their airspace,3220_0
guardian,post,Lebanon,Israel,negative,accused,"Lebanon’s prime minister, Nawaf Salam, accused Israel in a statement of targeting “densely populated residential neighbourhoods” and killing unarmed civilians in breach of international law",3229_0
guardian,post,Israel,Hezbollah,negative,hit,The Israeli military said it had hit Hezbollah “command and control centres” in the bombing campaign,3229_0
guardian,post,Israel,Hezbollah,negative,vowed,He vowed that Israel would “continue to pursue” Hezbollah fighters wherever they might be located,3229_0
guardian,post,UK,Israel,negative,told,told a press conference in London that Israel should end its attacks on Lebanon,3223_0
guardian,post,UK,Israel,negative,warned,"warned that imposing tolls in the strait, as suggested by Trump, would set a dangerous precedent for international shipping",3223_0
guardian,post,UK,Israel,negative,said,Cooper told BBC Radio 4’s Today programme that the continued Israeli strikes were wrong,3223_0
guardian,post,UK,US,neutral,raised,Cooper said the UK’s position on Lebanon has been raised with the US and Israel,3223_0
guardian,post,UK,Israel,neutral,raised,Cooper said the UK’s position on Lebanon has been raised with the US and Israel,3223_0
guardian,post,UK,Israel,negative,condemn,Healey said: “We condemn the escalation in Lebanon,3223_0
guardian,post,UK,Iran,negative,warned,He warned against the idea of Iran charging ships for safe passage through the strait of Hormuz,3223_0
guardian,post,US,Lebanon,negative,said,"the US vice-president, JD Vance, said Lebanon was not part of the ceasefire deal with Iran",3223_0
guardian,post,US,Iran,negative,warn,"the US president has used social media to warn that “the ‘shootin’ starts,’ bigger, and better, and stronger than anyone has ever seen before” unless Tehran complies with “the real agreement”",3222_0
guardian,post,US,Russia,negative,ignored,The US has ignored compelling evidence that Russia has been helping Iran to target US bases in the Middle East,3222_0
guardian,post,Russia,Iran,positive,helping,Russia has been helping Iran to target US bases in the Middle East,3222_0
guardian,post,US,Iran,negative,take,the US would take Iran’s uranium if it didn’t hand it over,3222_0
guardian,post,China,Iran,positive,got,"Donald Trump, told the Agence France-Presse news agency that he believed China had got Iran to agree to a ceasefire",3226_0
guardian,post,China,Iran,positive,promote de-escalation,China “had been actively working to promote de-escalation and an end to all hostilities”,3226_0
guardian,post,Israel,Hezbollah,negative,strike,claimed the largest strike against Hezbollah during the month-long war against Iran,3230_0
guardian,post,Iran,Israel,negative,said,"Pezeshkian, said the Israeli strikes on Lebanon violated the ceasefire agreement",3230_0
guardian,post,Israel,Iran,negative,drive a wedge,Israel’s strikes can be understood both as an effort to drive a wedge between Iran and its proxies,3230_0
guardian,post,Israel,Lebanon,negative,strikes,the scale of Israel’s strikes was likely to be viewed as escalatory,3230_0
guardian,post,Israel,Lebanon,negative,pursue a scorched earth policy,Netanyahu now seems determined to pursue a scorched earth policy in Lebanon,3230_0
guardian,post,Iran,US,negative,exploit and widen,Iran is likely seeking to exploit and widen any existing tensions between the United States and Israel,3230_0
guardian,post,Israel,Lebanon,negative,bombing campaigns,the ongoing bombing campaigns in Lebanon could undermine the ceasefire overall,3230_0
guardian,post,UK,Israel,negative,criticised,Starmer criticised Israel’s intensified bombing in Lebanon,3239_0
guardian,post,Israel,Lebanon,negative,intensified bombing,"Israel’s intensified bombing in Lebanon, which has killed more than 250 people",3239_0
guardian,post,UK,US,negative,obliquely critical,Starmer was obliquely critical of the language,3239_0
guardian,post,UK,EU,positive,repairing ties,this would include repairing ties with European neighbours,3239_0
guardian,post,UK,EU,positive,be closer,I want us to be closer to the EU,3239_0
guardian,post,UK,Lebanon,positive,called for the ceasefire to extend,Healey also called for the ceasefire to extend to Lebanon,3239_0
guardian,post,UK,Lebanon,negative,condemn the escalation,We condemn the escalation in Lebanon,3239_0
guardian,post,UK,Lebanon,positive,want the israel-lebanon conflict to be brought within the terms of the ceasefire,We want the Israel-Lebanon conflict to be brought within the terms of the ceasefire,3239_0
guardian,post,UK,Lebanon,positive,must be included in the ceasefire,Lebanon must be included in the ceasefire,3239_0
guardian,post,UK,Iran,negative,no further threat,there must be no further threat from Iran to its neighbours,3239_0
guardian,post,UK,Iran,positive,support the negotiations,we support the negotiations: they must make progress,3239_0
guardian,post,UK,Iran,positive,must make progress,they must make progress,3239_0
guardian,post,UK,Iran,positive,must be fully reopened,the strait of Hormuz must be fully reopened,3239_0
guardian,post,Pakistan,Iran,positive,play host to,Pakistan’s capital prepared to play host to historic negotiations between Iran and the US,3242_0
guardian,post,Pakistan,US,positive,play host to,Pakistan’s capital prepared to play host to historic negotiations between Iran and the US,3242_0
guardian,post,Pakistan,Iran,positive,interventions,Pakistan’s interventions to maintain the peace and protect the fragile ceasefire had continued behind the scenes,3242_0
guardian,post,Pakistan,Iran,positive,intervened,Pakistan had intervened to stop Iran retaliating against the strikes on Lebanon,3242_0
guardian,post,Pakistan,US,positive,facilitator and mediator,Our role is as a facilitator and mediator,3242_0
guardian,post,Pakistan,Iran,positive,facilitator and mediator,Our role is as a facilitator and mediator,3242_0
guardian,post,Israel,Lebanon,negative,strike,Israel would continue “to strike Hezbollah with full force”,3240_0
guardian,post,Israel,Lebanon,negative,launched fresh strikes,the country’s military launched fresh strikes,3240_0
guardian,post,US,Israel,neutral,asked,Donald Trump said he had asked Netanyahu to be more “low-key” in Lebanon,3240_0
guardian,post,Israel,Lebanon,negative,attacks,Netanyahu ordered his ministers to seek direct talks with Lebanon focused on disarming Iranian-backed Hezbollah,3240_0
guardian,post,Iran,US,neutral,did not want war,"Iran’s new supreme leader, Mojtaba Khamenei, said the Islamic republic did not want war with the US and Israel",3240_0
guardian,post,Iran,Israel,neutral,did not want war,"Iran’s new supreme leader, Mojtaba Khamenei, said the Islamic republic did not want war with the US and Israel",3240_0
guardian,post,Iran,US,neutral,protect,would protect its rights as a nation,3240_0
guardian,post,Iran,Israel,neutral,protect,would protect its rights as a nation,3240_0
guardian,post,Israel,Lebanon,negative,bombing,More than 300 people were killed by Israeli bombing in the 24 hours after the announcement of a ceasefire,3240_0
guardian,post,Israel,Lebanon,negative,bomb,as long as Israel continued to bomb Lebanon,3240_0
guardian,post,Iran,Lebanon,positive,vowed,Pezeshkian vowed Iran would not abandon the Lebanese people,3240_0
guardian,post,Pakistan,Israel,negative,condemned,"Shehbaz Sharif, condemned Israel’s “ongoing aggression against Lebanon”",3240_0
guardian,post,Israel,Lebanon,negative,strike,"Netanyahu had insisted Lebanon was not included in the Tuesday night ceasefire agreed by Donald Trump, and vowed the Israeli military would continue to strike Hezbollah targets “wherever necessary”",3240_0
guardian,post,Israel,Lebanon,negative,killed,"The Israeli prime minister said his forces had killed the secretary of Hezbollah’s leader, Naim Qassem",3240_0
guardian,post,US,Lebanon,neutral,backed,"Trump himself backed Netanyahu’s version, telling the public broadcaster PBS that Lebanon was “not included in the deal”",3240_0
guardian,post,US,Israel,positive,backed,"Trump himself backed Netanyahu’s version, telling the public broadcaster PBS that Lebanon was “not included in the deal”",3240_0
guardian,post,Pakistan,Lebanon,positive,mediation,"Pakistan, which accelerated its mediation efforts after Trump threatened a civilisation-ending onslaught, has said Lebanon had been part of the agreement",3240_0
guardian,post,France,Israel,negative,condemned,"France’s foreign minister, Jean-Noël Barrot, condemned the Israeli strikes as “unacceptable”",3240_0
guardian,post,UK,Israel,negative,described,"his British counterpart, Yvette Cooper, described them as “deeply damaging”",3240_0
guardian,post,UK,Lebanon,positive,spoke,Keir Starmer spoke to Trump on Thursday about the “next stage of finding a resolution” for reopening the strait of Hormuz,3240_0
guardian,post,EU,Israel,negative,said,"Kaja Kallas, the EU foreign policy chief, said on Thursday: “Hezbollah dragged Lebanon into the war, but Israel’s right to defend itself does not justify inflicting such massive destruction",3240_0
guardian,post,UK,Israel,negative,condemn,appeared to condemn Benjamin Netanyahu for Israel’s continued strikes on Lebanon,3245_0
guardian,post,UK,Lebanon,positive,disagreed with the attacks on lebanon,he disagreed with the attacks on Lebanon,3245_0
guardian,post,UK,US,neutral,spoke,The prime minister spoke to President Trump from Qatar this evening,3245_0
guardian,post,UK,US,positive,set out his discussions,The prime minister set out his discussions with Gulf leaders and military planners,3245_0
guardian,post,UK,US,positive,agreed,They agreed that now there is a ceasefire in place and agreement to open the strait,3245_0
guardian,post,US,Iran,negative,strike,The strait of Hormuz wasn’t an issue before the US decided to strike,3248_0
guardian,post,Iran,Israel,negative,violated,"Tehran’s parliament speaker, Mohammad Bagher Ghalibaf, said Israel and the US had violated several points of the agreement",3233_0
guardian,post,Iran,US,negative,violated,"Tehran’s parliament speaker, Mohammad Bagher Ghalibaf, said Israel and the US had violated several points of the agreement",3233_0
guardian,post,UAE,Iran,negative,attack,UAE was probably behind an attack on its oil facilities on Lavan Island,3244_0
guardian,post,UK,US,positive,agreed,the basing permissions that we in the UK have agreed with the US have been invaluable to their military operations,3249_0
guardian,post,UK,US,positive,led a call,the UK led a call of military planners from 35 nations on ways to secure the strait,3249_0
guardian,post,UK,Iran,negative,removal of iranian mines,"ways to secure the strait if there was peace, including the removal of Iranian mines",3249_0
guardian,post,UK,US,neutral,had a discussion,I had a discussion with President Trump last night and set out to him the views of the region here,3249_0
guardian,post,UK,Iran,negative,avoid the potential scenario of iran charging levies,Starmer has stressed the need to avoid the potential scenario of Iran charging levies on ships passing through,3249_0
guardian,post,UK,US,positive,agreed with,agreed with Trump’s calls for European members of Nato to spend more on defence,3252_0
guardian,post,UK,US,positive,spoke,Starmer and Trump spoke on Thursday night,3252_0
guardian,post,UK,Iran,negative,shooting down,UK planes and ground gunners shooting down a number of Iranian drones and missiles,3252_0
guardian,post,UK,US,positive,basing permissions,the basing permissions that we in the UK have agreed with the US have been invaluable to their military operations,3252_0
guardian,post,US,Iran,negative,demanded,Trump demanded the complete and immediate opening of the waterway,3260_0
guardian,post,US,Iran,negative,did not receive assurances,saying he did not receive assurances from Iran it would not seek to restore its capabilities for building a nuclear weapon,3267_0
guardian,post,Iran,US,negative,said,Iranian state media said that “excessive” US demands had hindered reaching an agreement,3267_0
guardian,post,US,Iran,negative,warned,JD Vance has warned Iran not to “try and play” the US at talks planned for Saturday in Islamabad,3254_0
guardian,post,Iran,Israel,negative,said it would not take part,Tehran said it would not take part until Israel stopped its bombing of Lebanon,3254_0
guardian,post,Iran,US,neutral,said,"Mohammad Bagher Ghalibaf, Iran’s parliamentary speaker and the co-leader of the country’s delegation, said on X on Friday",3254_0
guardian,post,US,Iran,negative,rearming and ready to return to the attack,Donald Trump fuelled the uncertainty by saying US forces were rearming and ready to return to the attack if the negotiations failed,3254_0
guardian,post,US,Iran,negative,threats,Trump followed up his threats with a post on his own social media site,3254_0
guardian,post,US,Iran,negative,accused,Trump has accused Iran of doing a “very poor job” of allowing oil to go through the strait,3254_0
guardian,post,Iran,US,negative,demand,Iran says it will also demand reparations for war damage,3254_0
guardian,post,Israel,Lebanon,negative,strike,13 state security personnel had been killed in an Israeli strike on a government building in the southern city of Nabatieh,3254_0
guardian,post,Israel,Lebanon,negative,attack,"Israel’s attack on Wednesday, which left at least 303 people dead",3254_0
guardian,post,UK,US,neutral,consider,"Zack Polanski, has said the UK should consider closing US bases in Britain",3268_0
guardian,post,US,Iran,negative,blamed,blamed the collapse of the talks on Tehran’s refusal to abandon its nuclear weapons programme,3271_0
guardian,post,Iran,US,negative,hit back at,Iranian sources hit back at “excessive” demands from Washington,3271_0
guardian,post,US,Iran,negative,blockade,US ships would blockade the strait of Hormuz,3271_0
guardian,post,Iran,US,negative,under iranian control,the shipping passage is “completely” under Iranian control,3271_0
guardian,post,Iran,US,negative,tolls must be paid,"tolls must be paid in the country’s currency, rials",3271_0
guardian,post,US,Iran,negative,blockading,"the US was going to start “BLOCKADING any and all Ships trying to enter, or leave, the Strait of Hormuz”",3271_0
guardian,post,US,Iran,negative,destroying the mines,the US navy was going to start “destroying the mines the Iranians laid in the straits”,3271_0
guardian,post,US,Iran,negative,will be blown to hell,any Iranian who fires at the US or at “peaceful vessels will be blown to hell”,3271_0
guardian,post,US,Iran,negative,threat,"Trump’s apocalyptic threat to Iran that “a whole civilisation will die tonight, never to be brought back again” by bombing the country’s power stations and bridges",3271_0
guardian,post,Iran,Saudi_Arabia,negative,attacks,following attacks by Iran on infrastructure across the Gulf,3271_0
guardian,post,US,Iran,negative,blamed,blamed the failure of marathon negotiations with Iran on the country’s refusal to abandon its nuclear weapons programme,3269_0
guardian,post,Iran,US,negative,claimed,claimed Washington needs to do more to win their trust,3269_0
guardian,post,US,Iran,negative,said,said his team had been very clear on its red lines,3269_0
guardian,post,Iran,US,negative,said,"said although he and his colleagues had offered “constructive initiatives”, the US had been “unable to gain the trust of the Iranian delegation in this round of negotiations”",3269_0
guardian,post,Iran,US,neutral,said,said it was now up to Washington “to decide whether it can gain our trust or not”,3269_0
guardian,post,Iran,US,neutral,downplayed,downplayed the apparent breakdown in the talks,3269_0
guardian,post,Iran,Pakistan,positive,confident,"confident that contacts between us and Pakistan, as well as our other friends in the region, will continue",3269_0
guardian,post,Iran,US,negative,said,said “excessive” US demands had hindered reaching an agreement,3269_0
guardian,post,Pakistan,US,positive,called on,Pakistani mediators called on the US and Iran to refrain from renewing hostilities,3269_0
guardian,post,Pakistan,Iran,positive,called on,Pakistani mediators called on the US and Iran to refrain from renewing hostilities,3269_0
guardian,post,Pakistan,US,positive,said,"said Pakistan’s foreign minister, Ishaq Dar, adding that his country would try to facilitate a new dialogue between Iran and the US in the coming days",3269_0
guardian,post,Pakistan,Iran,positive,said,"said Pakistan’s foreign minister, Ishaq Dar, adding that his country would try to facilitate a new dialogue between Iran and the US in the coming days",3269_0
guardian,post,US,Iran,neutral,said,the US military said it was “setting the conditions” to start clearing the strait of Hormuz,3269_0
guardian,post,Iran,US,negative,denied,Iran’s state media denied any US ships had been through it,3269_0
guardian,post,US,Iran,positive,agreed,a senior Iranian source told Reuters that the US had agreed to release frozen assets in Qatar and other foreign banks,3269_0
guardian,post,US,Iran,negative,denied,A US official denied agreeing to release the money,3269_0
guardian,post,Pakistan,US,positive,hosted,"to be hosted by Pakistan’s prime minister, Shehbaz Sharif, at his residence",3264_0
guardian,post,Pakistan,Iran,positive,hosted,"to be hosted by Pakistan’s prime minister, Shehbaz Sharif, at his residence",3264_0
guardian,post,Iran,Pakistan,negative,demanded,"the Iranian negotiators demanded a ceasefire in Lebanon, reparations and commitment to unblock frozen assets as part of a peace deal in a preliminary meeting with Pakistani mediators",3264_0
guardian,post,US,Iran,negative,warned,the US warned it would not allow itself to be manipulated by a weakened Tehran,3264_0
guardian,post,US,Iran,negative,try to play us,"If they’re going to try to play us, then they’re going to find the negotiating team is not that receptive",3264_0
guardian,post,Israel,Hezbollah,negative,bombed,its military said it had bombed 200 Hezbollah targets in southern Lebanon in the past 24 hours,3264_0
guardian,post,US,Iran,negative,sunk,all of Iran’s mine-laying vessels had been sunk during the US and Israel’s 40-day bombing campaign,3264_0
guardian,post,Iran,US,negative,would be attacked,Iranian state TV then said any US warship crossing Hormuz would be attacked within 30 minutes,3264_0
guardian,post,US,Iran,neutral,began setting conditions,US central command said in a statement its forces “began setting conditions for clearing mines in the Strait of Hormuz”,3264_0
guardian,post,Israel,Iran,negative,crushing,"the joint US-Israeli campaign against Iran had succeeded in “crushing the nuclear program, and crushing the missile program” of Iran",3264_0
guardian,post,Lebanon,Israel,positive,approached,Netanyahu said the country had approached Israel regarding a potential peace deal,3264_0
guardian,post,Lebanon,Israel,positive,reached out,"In the past month, it has reached out several times to begin direct peace talks",3264_0
guardian,post,Israel,Iran,negative,continue to fight,Israel under my leadership will continue to fight Iran’s terror regime and its proxies,3264_0
guardian,post,Israel,Lebanon,positive,agreed to begin,Israel agreed to begin formal peace negotiations this coming Tuesday,3264_0
guardian,post,Israel,Hezbollah,negative,refused to discuss,"Israel refused to discuss a ceasefire with the Hezbollah terrorist organization, which continues to attack Israel and is the main obstacle to peace between the two countries",3264_0
guardian,post,Lebanon,Hezbollah,negative,warned,The Lebanese army deployed troops around the area and warned that it would not tolerate any attempts to destabilise the country at “this sensitive moment”,3264_0
guardian,post,Hezbollah,Lebanon,negative,viewed the government in an increasingly confrontational light,"Mahmoud Qamati, the vice-head of Hezbollah’s deputy political council, warned in an interview on Saturday that the armed group viewed the government in an increasingly confrontational light",3264_0
guardian,post,Iran,US,negative,claim,"Javad Zarif, a brave advocate of talks with the US even in wartime, was not the only Iranian to claim this sentence revealed an unchanging US take-it-or-leave-it arrogance",3272_0
guardian,post,US,Iran,negative,blockading,the US would be blockading the waterway with the assistance of Nato allies,3275_0
guardian,post,US,Iran,negative,hit out at,Trump again hit out at the UK’s actions during the conflict,3275_0
guardian,post,US,Iran,negative,warned,"Trump, who last week warned Iran that a “whole civilisation will die” if it did not meet his demands",3275_0
guardian,post,UK,Iran,positive,urged,Starmer had urged the US and Iran “to find a way through” after the failure of peace talks over the weekend,3275_0
guardian,post,UK,Iran,positive,called for,The prime minister also called for the ceasefire to continue after having a conversation with the sultan of Oman,3275_0
guardian,post,US,Iran,negative,refusal to commit,Iran’s refusal to commit to not building a nuclear weapon was the reason for the lack of a deal,3275_0
guardian,post,UK,US,negative,criticised,"Wes Streeting criticised his rhetoric on Iran as “incendiary, provocative and outrageous”",3275_0
guardian,post,UK,US,negative,declining to support,Streeting praised Starmer’s “grit and guts” in declining to support initial US-Israeli strikes on Iran,3275_0
guardian,post,US,Iran,negative,block,US president’s plan to block the waterway to Iranian marine traffic,3284_0
guardian,post,US,Iran,negative,blockade,Trump said the blockade had come into force,3284_0
guardian,post,US,Iran,negative,eliminated,Iranian attack ships coming near the blockade would be “eliminated”,3284_0
guardian,post,US,Iran,negative,begin blockading,US will begin blockading the strait of Hormuz,3276_0
guardian,post,US,Iran,negative,threatened to bomb,"threatened to bomb Iran’s water treatment facilities, power plants and bridges",3276_0
guardian,post,US,Iran,negative,accused,accused Iran of extortion with its own scheme of charging tolls to tankers,3276_0
guardian,post,Iran,US,negative,declaring,Iran’s Revolutionary Guards responded by declaring that if any warships approached the strait to enforce a blockade – usually considered an act of war – it would be considered a breach of the current ceasefire and would be dealt with strongly,3276_0
guardian,post,US,Iran,negative,seek and interdict,US warships would “seek and interdict every vessel” that had paid Iran,3276_0
guardian,post,US,Iran,negative,threatened to restart the bombing,Trump threatened to restart the bombing of Iran if a deal could not be agreed,3276_0
